sentence,model,query_mode,prompt_style,shot,correct,condition,,,
The bank teller handed me my change.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,claude,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",claude,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,claude,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The bank teller handed me my change.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",claude,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He adjusted his grip before releasing the pitch toward home plate.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He adjusted his grip before releasing the pitch toward home plate.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",claude,manual,direct,zero,FALSE,manual_direct_zero,incorrect,sentence 1,sentence 1_incorrect_manual_direct_zero
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",claude,manual,cot,few,TRUE,manual_cot_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,claude,manual,direct,few,TRUE,manual_direct_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"His pitch veered slightly to the left, missing the target by inches.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"His pitch veered slightly to the left, missing the target by inches.",claude,manual,cot,few,TRUE,manual_cot_few,,,
The startup refined its pitch to better explain the value of the product.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The startup refined its pitch to better explain the value of the product.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The startup refined its pitch to better explain the value of the product.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The startup refined its pitch to better explain the value of the product.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",claude,manual,cot,few,TRUE,manual_cot_few,,,
Investors listened carefully as the founder began his pitch.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Investors listened carefully as the founder began his pitch.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Investors listened carefully as the founder began his pitch.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Investors listened carefully as the founder began his pitch.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",claude,manual,cot,few,TRUE,manual_cot_few,,,
She slipped the ring onto her finger before leaving the house.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She slipped the ring onto her finger before leaving the house.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She slipped the ring onto her finger before leaving the house.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She slipped the ring onto her finger before leaving the house.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The antique ring was displayed under glass at the museum.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The antique ring was displayed under glass at the museum.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The antique ring was displayed under glass at the museum.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The antique ring was displayed under glass at the museum.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He noticed the ring only after the light caught the stone.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He noticed the ring only after the light caught the stone.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He noticed the ring only after the light caught the stone.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He noticed the ring only after the light caught the stone.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The ring had been passed down through several generations.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The ring had been passed down through several generations.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The ring had been passed down through several generations.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The ring had been passed down through several generations.,claude,manual,cot,few,TRUE,manual_cot_few,,,
A sudden ring echoed through the quiet hallway.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden ring echoed through the quiet hallway.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden ring echoed through the quiet hallway.,claude,manual,direct,few,TRUE,manual_direct_few,,,
A sudden ring echoed through the quiet hallway.,claude,manual,cot,few,TRUE,manual_cot_few,,,
She paused when she heard a ring coming from the phone.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She paused when she heard a ring coming from the phone.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She paused when she heard a ring coming from the phone.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She paused when she heard a ring coming from the phone.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The sharp ring cut through the noise of the crowd.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The sharp ring cut through the noise of the crowd.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The sharp ring cut through the noise of the crowd.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The sharp ring cut through the noise of the crowd.,claude,manual,cot,few,TRUE,manual_cot_few,,,
Everyone turned at the ring that signaled the end of class.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Everyone turned at the ring that signaled the end of class.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Everyone turned at the ring that signaled the end of class.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Everyone turned at the ring that signaled the end of class.,claude,manual,cot,few,TRUE,manual_cot_few,,,
A ring of stones surrounded the fire pit.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
A ring of stones surrounded the fire pit.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
A ring of stones surrounded the fire pit.,claude,manual,direct,few,TRUE,manual_direct_few,,,
A ring of stones surrounded the fire pit.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The trees formed a ring around the clearing.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The trees formed a ring around the clearing.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The trees formed a ring around the clearing.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The trees formed a ring around the clearing.,claude,manual,cot,few,TRUE,manual_cot_few,,,
A dark ring appeared around the stain after it dried.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
A dark ring appeared around the stain after it dried.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
A dark ring appeared around the stain after it dried.,claude,manual,direct,few,TRUE,manual_direct_few,,,
A dark ring appeared around the stain after it dried.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The planet was encircled by a faint ring of dust.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The planet was encircled by a faint ring of dust.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The planet was encircled by a faint ring of dust.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The planet was encircled by a faint ring of dust.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He straightened his tie before walking into the interview.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He straightened his tie before walking into the interview.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He straightened his tie before walking into the interview.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He straightened his tie before walking into the interview.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The silk tie matched the jacket better than the previous one.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The silk tie matched the jacket better than the previous one.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The silk tie matched the jacket better than the previous one.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The silk tie matched the jacket better than the previous one.,claude,manual,cot,few,TRUE,manual_cot_few,,,
She bought a new tie as a gift for her father.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She bought a new tie as a gift for her father.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She bought a new tie as a gift for her father.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She bought a new tie as a gift for her father.,claude,manual,cot,few,TRUE,manual_cot_few,,,
His tie was loosened after the long ceremony ended.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
His tie was loosened after the long ceremony ended.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
His tie was loosened after the long ceremony ended.,claude,manual,direct,few,TRUE,manual_direct_few,,,
His tie was loosened after the long ceremony ended.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The game ended in a tie after overtime.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The game ended in a tie after overtime.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The game ended in a tie after overtime.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The game ended in a tie after overtime.,claude,manual,cot,few,TRUE,manual_cot_few,,,
Both candidates finished the election in a tie.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Both candidates finished the election in a tie.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Both candidates finished the election in a tie.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Both candidates finished the election in a tie.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The final score resulted in a tie between the teams.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The final score resulted in a tie between the teams.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The final score resulted in a tie between the teams.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The final score resulted in a tie between the teams.,claude,manual,cot,few,TRUE,manual_cot_few,,,
"After hours of debate, the vote produced a tie.",claude,manual,direct,zero,TRUE,manual_direct_zero,,,
"After hours of debate, the vote produced a tie.",claude,manual,cot,zero,TRUE,manual_cot_zero,,,
"After hours of debate, the vote produced a tie.",claude,manual,direct,few,TRUE,manual_direct_few,,,
"After hours of debate, the vote produced a tie.",claude,manual,cot,few,TRUE,manual_cot_few,,,
She used a rope to tie the boxes together.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She used a rope to tie the boxes together.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She used a rope to tie the boxes together.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She used a rope to tie the boxes together.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He learned how to tie the knot securely.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He learned how to tie the knot securely.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He learned how to tie the knot securely.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He learned how to tie the knot securely.,claude,manual,cot,few,TRUE,manual_cot_few,,,
They worked together to tie the fence posts in place.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
They worked together to tie the fence posts in place.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
They worked together to tie the fence posts in place.,claude,manual,direct,few,TRUE,manual_direct_few,,,
They worked together to tie the fence posts in place.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The instructions explained how to tie the cables safely.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The instructions explained how to tie the cables safely.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The instructions explained how to tie the cables safely.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The instructions explained how to tie the cables safely.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He used a file to smooth the sharp edge of the metal.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He used a file to smooth the sharp edge of the metal.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He used a file to smooth the sharp edge of the metal.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He used a file to smooth the sharp edge of the metal.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The mechanic reached for a file to remove the burrs.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The mechanic reached for a file to remove the burrs.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The mechanic reached for a file to remove the burrs.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The mechanic reached for a file to remove the burrs.,claude,manual,cot,few,TRUE,manual_cot_few,,,
She ran the file across the surface until it was smooth.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She ran the file across the surface until it was smooth.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She ran the file across the surface until it was smooth.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She ran the file across the surface until it was smooth.,claude,manual,cot,few,TRUE,manual_cot_few,,,
She decided to file a complaint with the city office.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She decided to file a complaint with the city office.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She decided to file a complaint with the city office.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She decided to file a complaint with the city office.,claude,manual,cot,few,TRUE,manual_cot_few,,,
They will file the paperwork before the deadline.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
They will file the paperwork before the deadline.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
They will file the paperwork before the deadline.,claude,manual,direct,few,TRUE,manual_direct_few,,,
They will file the paperwork before the deadline.,claude,manual,cot,few,TRUE,manual_cot_few,,,
He plans to file his tax return tomorrow.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
He plans to file his tax return tomorrow.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
He plans to file his tax return tomorrow.,claude,manual,direct,few,TRUE,manual_direct_few,,,
He plans to file his tax return tomorrow.,claude,manual,cot,few,TRUE,manual_cot_few,,,
She opened the file on her computer to review the report.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
She opened the file on her computer to review the report.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
She opened the file on her computer to review the report.,claude,manual,direct,few,TRUE,manual_direct_few,,,
She opened the file on her computer to review the report.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The lawyer pulled the case file from the cabinet.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
The lawyer pulled the case file from the cabinet.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
The lawyer pulled the case file from the cabinet.,claude,manual,direct,few,TRUE,manual_direct_few,,,
The lawyer pulled the case file from the cabinet.,claude,manual,cot,few,TRUE,manual_cot_few,,,
Each employee has a file stored in the archive room.,claude,manual,direct,zero,TRUE,manual_direct_zero,,,
Each employee has a file stored in the archive room.,claude,manual,cot,zero,TRUE,manual_cot_zero,,,
Each employee has a file stored in the archive room.,claude,manual,direct,few,TRUE,manual_direct_few,,,
Each employee has a file stored in the archive room.,claude,manual,cot,few,TRUE,manual_cot_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The bank teller handed me my change.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The fisherman sat quietly on the bank watching the water.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Extreme flooding has caused the bank to erode over time.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"Janice and Steve took their family to a picnic, enjoying the breeze near the bank.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
I went to the bank to apply for a loan.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
I went to the bank to apply for a loan.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
I went to the bank to apply for a loan.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
I went to the bank to apply for a loan.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
The bank teller handed me my change.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The bank teller handed me my change.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The bank teller handed me my change.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The bank teller handed me my change.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"Every Friday, I deposit my paycheck in the bank.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
Federal law insures your money at the bank.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Federal law insures your money at the bank.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Federal law insures your money at the bank.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Federal law insures your money at the bank.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
He adjusted his grip before releasing the pitch toward home plate.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"She practiced her pitch repeatedly, trying to improve both speed and accuracy.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
A sudden gust of wind altered the pitch just before it reached the catcher.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"His pitch veered slightly to the left, missing the target by inches.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
The startup refined its pitch to better explain the value of the product.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
The startup refined its pitch to better explain the value of the product.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
The startup refined its pitch to better explain the value of the product.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
The startup refined its pitch to better explain the value of the product.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"During the meeting, she delivered a clear pitch outlining projected revenue growth.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
Investors listened carefully as the founder began his pitch.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
Investors listened carefully as the founder began his pitch.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
Investors listened carefully as the founder began his pitch.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
Investors listened carefully as the founder began his pitch.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,manual,direct,few,TRUE,manual_direct_few,,,
"After feedback from mentors, the team revised the pitch before presenting again.",gpt,manual,cot,few,TRUE,manual_cot_few,,,
She slipped the ring onto her finger before leaving the house.,gpt,manual,direct,zero,TRUE,manual_direct_zero,,,
She slipped the ring onto her finger before leaving the house.,gpt,manual,cot,zero,TRUE,manual_cot_zero,,,
She slipped the ring onto her finger before leaving the house.,gpt,manual,direct,few,TRUE,manual_direct_few,,,
She slipped the ring onto her finger before leaving the house.,gpt,manual,cot,few,TRUE,manual_cot_few,,,
